stock,type,entry_time,entry,sl,target,exit_time,exit,pnl
TCS.NS,long,2025-07-04 10:40:00+05:30,3416.699951171875,3390.10009765625,3456.5997314453125,2025-07-04 15:25:00+05:30,3419.800048828125,3.10009765625
TCS.NS,long,2025-07-07 09:50:00+05:30,3424.60009765625,3408.5,3448.750244140625,2025-07-07 15:25:00+05:30,3410.800048828125,-13.800048828125
TCS.NS,short,2025-07-08 10:25:00+05:30,3398.300048828125,3418.5,3368.0001220703125,2025-07-08 12:55:00+05:30,3418.5,-20.199951171875
TCS.NS,short,2025-07-09 10:30:00+05:30,3396.60009765625,3408.699951171875,3378.4503173828125,2025-07-09 12:20:00+05:30,3378.4503173828125,18.1497802734375
TCS.NS,short,2025-07-11 09:50:00+05:30,3304.800048828125,3328.0,3270.0001220703125,2025-07-11 13:00:00+05:30,3270.0001220703125,34.7999267578125
TCS.NS,short,2025-07-14 11:15:00+05:30,3230.5,3270.10009765625,3171.099853515625,2025-07-14 15:25:00+05:30,3227.0,3.5
TCS.NS,long,2025-07-15 10:30:00+05:30,3239.0,3214.39990234375,3275.900146484375,2025-07-15 15:25:00+05:30,3254.0,15.0
TCS.NS,short,2025-07-17 13:05:00+05:30,3223.10009765625,3241.5,3195.500244140625,2025-07-17 15:25:00+05:30,3207.699951171875,15.400146484375
TCS.NS,short,2025-07-18 10:05:00+05:30,3209.0,3226.699951171875,3182.4500732421875,2025-07-18 15:25:00+05:30,3189.89990234375,19.10009765625
TCS.NS,short,2025-07-21 13:20:00+05:30,3156.0,3196.10009765625,3095.849853515625,2025-07-21 15:25:00+05:30,3159.0,-3.0
TCS.NS,long,2025-07-22 10:20:00+05:30,3168.89990234375,3155.60009765625,3188.849609375,2025-07-22 15:25:00+05:30,3164.699951171875,-4.199951171875
TCS.NS,long,2025-07-23 11:00:00+05:30,3174.60009765625,3158.10009765625,3199.35009765625,2025-07-23 15:25:00+05:30,3175.10009765625,0.5
TCS.NS,short,2025-07-24 11:20:00+05:30,3153.0,3172.89990234375,3123.150146484375,2025-07-24 15:25:00+05:30,3144.60009765625,8.39990234375
TCS.NS,long,2025-07-25 10:00:00+05:30,3146.60009765625,3127.800048828125,3174.8001708984375,2025-07-25 15:00:00+05:30,3127.800048828125,-18.800048828125
TCS.NS,short,2025-07-28 14:25:00+05:30,3079.39990234375,3111.10009765625,3031.849609375,2025-07-28 15:25:00+05:30,3085.800048828125,-6.400146484375
TCS.NS,short,2025-07-29 10:45:00+05:30,3049.10009765625,3073.39990234375,3012.650390625,2025-07-29 15:25:00+05:30,3057.0,-7.89990234375
TCS.NS,short,2025-07-31 10:05:00+05:30,3022.5,3039.800048828125,2996.5499267578125,2025-07-31 12:55:00+05:30,3039.800048828125,-17.300048828125
TCS.NS,short,2025-08-01 11:40:00+05:30,3014.0,3036.800048828125,2979.7999267578125,2025-08-01 15:25:00+05:30,3001.10009765625,12.89990234375
TCS.NS,long,2025-08-04 10:05:00+05:30,3010.39990234375,2992.0,3037.999755859375,2025-08-04 13:00:00+05:30,3037.999755859375,27.599853515625
TCS.NS,short,2025-08-05 09:50:00+05:30,3054.5,3073.5,3026.0,2025-08-05 15:25:00+05:30,3062.0,-7.5
TCS.NS,short,2025-08-06 10:00:00+05:30,3042.699951171875,3063.10009765625,3012.0997314453125,2025-08-06 15:25:00+05:30,3032.0,10.699951171875
TCS.NS,short,2025-08-07 10:30:00+05:30,3016.0,3032.300048828125,2991.5499267578125,2025-08-07 14:10:00+05:30,3032.300048828125,-16.300048828125
TCS.NS,short,2025-08-08 14:25:00+05:30,3037.39990234375,3059.800048828125,3003.7996826171875,2025-08-08 15:25:00+05:30,3031.199951171875,6.199951171875
TCS.NS,long,2025-08-11 10:25:00+05:30,3042.0,3021.300048828125,3073.0499267578125,2025-08-11 15:25:00+05:30,3040.800048828125,-1.199951171875
TCS.NS,short,2025-08-12 14:20:00+05:30,3040.89990234375,3088.0,2970.249755859375,2025-08-12 15:25:00+05:30,3039.800048828125,1.099853515625
TCS.NS,short,2025-08-14 10:00:00+05:30,3034.5,3051.10009765625,3009.599853515625,2025-08-14 11:05:00+05:30,3051.10009765625,-16.60009765625
TCS.NS,short,2025-08-18 12:00:00+05:30,3017.39990234375,3039.5,2984.249755859375,2025-08-18 15:25:00+05:30,3013.89990234375,3.5
TCS.NS,long,2025-08-20 10:15:00+05:30,3042.0,3011.199951171875,3088.2000732421875,2025-08-20 12:05:00+05:30,3088.2000732421875,46.2000732421875
TCS.NS,long,2025-08-21 11:20:00+05:30,3116.39990234375,3083.699951171875,3165.4498291015625,2025-08-21 15:25:00+05:30,3102.60009765625,-13.7998046875
TCS.NS,short,2025-08-22 10:00:00+05:30,3066.60009765625,3095.699951171875,3022.9503173828125,2025-08-22 15:25:00+05:30,3051.0,15.60009765625
TCS.NS,long,2025-08-25 10:20:00+05:30,3135.800048828125,3079.699951171875,3219.9501953125,2025-08-25 15:25:00+05:30,3142.10009765625,6.300048828125
TCS.NS,long,2025-08-26 13:30:00+05:30,3158.0,3125.0,3207.5,2025-08-26 15:25:00+05:30,3157.199951171875,-0.800048828125
TCS.NS,short,2025-08-28 09:55:00+05:30,3110.60009765625,3143.800048828125,3060.8001708984375,2025-08-28 15:25:00+05:30,3097.0,13.60009765625
TCS.NS,short,2025-08-29 15:15:00+05:30,3078.39990234375,3114.39990234375,3024.39990234375,2025-08-29 15:25:00+05:30,3084.699951171875,-6.300048828125
TCS.NS,long,2025-09-02 09:55:00+05:30,3125.39990234375,3103.10009765625,3158.849609375,2025-09-02 15:25:00+05:30,3111.5,-13.89990234375
INFY.NS,long,2025-06-10 11:05:00+05:30,1591.0999755859375,1577.699951171875,1611.2000122070312,2025-06-10 15:25:00+05:30,1594.0,2.9000244140625
INFY.NS,long,2025-06-11 11:15:00+05:30,1603.800048828125,1591.0,1623.0001220703125,2025-06-11 13:00:00+05:30,1623.0001220703125,19.2000732421875
INFY.NS,long,2025-06-12 10:30:00+05:30,1611.0999755859375,1600.0999755859375,1627.5999755859375,2025-06-12 12:45:00+05:30,1627.5999755859375,16.5
INFY.NS,long,2025-06-13 09:55:00+05:30,1592.699951171875,1570.4000244140625,1626.1498413085938,2025-06-13 15:25:00+05:30,1605.0,12.300048828125
INFY.NS,long,2025-06-16 10:35:00+05:30,1616.300048828125,1600.0,1640.7501220703125,2025-06-16 15:25:00+05:30,1622.0999755859375,5.7999267578125
INFY.NS,long,2025-06-17 10:35:00+05:30,1631.199951171875,1615.5999755859375,1654.5999145507812,2025-06-17 15:25:00+05:30,1639.9000244140625,8.7000732421875
INFY.NS,short,2025-06-19 10:30:00+05:30,1614.0,1628.800048828125,1591.7999267578125,2025-06-19 15:25:00+05:30,1617.0,-3.0
INFY.NS,short,2025-06-20 09:55:00+05:30,1610.4000244140625,1629.5,1581.7500610351562,2025-06-20 15:25:00+05:30,1622.9000244140625,-12.5
INFY.NS,short,2025-06-23 09:55:00+05:30,1579.0999755859375,1598.699951171875,1549.7000122070312,2025-06-23 15:25:00+05:30,1584.800048828125,-5.7000732421875
INFY.NS,long,2025-06-24 12:50:00+05:30,1604.9000244140625,1585.5,1634.0000610351562,2025-06-24 13:35:00+05:30,1585.5,-19.4000244140625
INFY.NS,long,2025-06-25 09:50:00+05:30,1600.5999755859375,1585.0999755859375,1623.8499755859375,2025-06-25 15:25:00+05:30,1614.9000244140625,14.300048828125
INFY.NS,short,2025-06-26 10:20:00+05:30,1608.0,1619.699951171875,1590.4500732421875,2025-06-26 12:00:00+05:30,1619.699951171875,-11.699951171875
INFY.NS,short,2025-06-27 10:35:00+05:30,1617.0,1628.699951171875,1599.4500732421875,2025-06-27 15:25:00+05:30,1608.0,9.0
INFY.NS,short,2025-06-30 09:50:00+05:30,1594.9000244140625,1615.0,1564.7500610351562,2025-06-30 15:25:00+05:30,1601.800048828125,-6.9000244140625
INFY.NS,short,2025-07-02 10:40:00+05:30,1620.0999755859375,1647.5,1578.9999389648438,2025-07-02 15:25:00+05:30,1609.5999755859375,10.5
INFY.NS,short,2025-07-03 15:20:00+05:30,1617.4000244140625,1632.4000244140625,1594.9000244140625,2025-07-03 15:25:00+05:30,1616.9000244140625,0.5
INFY.NS,long,2025-07-04 11:45:00+05:30,1625.0,1612.699951171875,1643.4500732421875,2025-07-04 15:25:00+05:30,1639.0,14.0
INFY.NS,short,2025-07-07 11:30:00+05:30,1632.9000244140625,1643.9000244140625,1616.4000244140625,2025-07-07 15:25:00+05:30,1627.0,5.9000244140625
INFY.NS,short,2025-07-08 10:50:00+05:30,1623.199951171875,1631.800048828125,1610.2998046875,2025-07-08 11:30:00+05:30,1631.800048828125,-8.60009765625
INFY.NS,short,2025-07-09 13:00:00+05:30,1624.0,1636.4000244140625,1605.3999633789062,2025-07-09 14:35:00+05:30,1636.4000244140625,-12.4000244140625
INFY.NS,short,2025-07-10 12:45:00+05:30,1613.0999755859375,1638.0,1575.7499389648438,2025-07-10 15:25:00+05:30,1619.699951171875,-6.5999755859375
INFY.NS,long,2025-07-11 10:05:00+05:30,1600.800048828125,1564.4000244140625,1655.4000854492188,2025-07-11 15:25:00+05:30,1594.5,-6.300048828125
INFY.NS,short,2025-07-14 12:00:00+05:30,1566.300048828125,1583.0999755859375,1541.1001586914062,2025-07-14 15:25:00+05:30,1570.4000244140625,-4.0999755859375
INFY.NS,short,2025-07-15 09:50:00+05:30,1568.0,1582.800048828125,1545.7999267578125,2025-07-15 10:30:00+05:30,1582.800048828125,-14.800048828125
INFY.NS,long,2025-07-16 09:50:00+05:30,1595.300048828125,1580.5,1617.5001220703125,2025-07-16 15:25:00+05:30,1607.9000244140625,12.5999755859375
INFY.NS,short,2025-07-17 09:50:00+05:30,1600.300048828125,1610.0,1585.7501220703125,2025-07-17 14:55:00+05:30,1585.7501220703125,14.5499267578125
INFY.NS,short,2025-07-18 10:15:00+05:30,1580.699951171875,1598.300048828125,1554.2998046875,2025-07-18 15:25:00+05:30,1586.800048828125,-6.10009765625
INFY.NS,long,2025-07-21 12:00:00+05:30,1583.0999755859375,1568.4000244140625,1605.14990234375,2025-07-21 15:25:00+05:30,1584.300048828125,1.2000732421875
INFY.NS,long,2025-07-22 10:45:00+05:30,1584.4000244140625,1569.300048828125,1607.0499877929688,2025-07-22 13:35:00+05:30,1569.300048828125,-15.0999755859375
INFY.NS,long,2025-07-23 12:10:00+05:30,1585.300048828125,1573.0999755859375,1603.6001586914062,2025-07-23 15:15:00+05:30,1573.0999755859375,-12.2000732421875
INFY.NS,short,2025-07-24 10:05:00+05:30,1554.699951171875,1577.699951171875,1520.199951171875,2025-07-24 15:25:00+05:30,1553.0,1.699951171875
INFY.NS,short,2025-07-25 09:50:00+05:30,1530.199951171875,1549.0999755859375,1501.8499145507812,2025-07-25 15:25:00+05:30,1518.5,11.699951171875
INFY.NS,long,2025-07-28 10:15:00+05:30,1510.5,1482.9000244140625,1551.8999633789062,2025-07-28 15:25:00+05:30,1512.4000244140625,1.9000244140625
INFY.NS,long,2025-07-29 13:10:00+05:30,1510.699951171875,1496.300048828125,1532.2998046875,2025-07-29 15:25:00+05:30,1513.5,2.800048828125
INFY.NS,long,2025-07-30 11:25:00+05:30,1520.0,1506.0999755859375,1540.8500366210938,2025-07-30 15:25:00+05:30,1518.0,-2.0
INFY.NS,long,2025-07-31 12:55:00+05:30,1515.300048828125,1498.9000244140625,1539.9000854492188,2025-07-31 15:25:00+05:30,1509.0,-6.300048828125
INFY.NS,short,2025-08-01 11:30:00+05:30,1484.5999755859375,1498.199951171875,1464.2000122070312,2025-08-01 15:25:00+05:30,1467.0,17.5999755859375
INFY.NS,long,2025-08-04 10:05:00+05:30,1465.0,1451.0999755859375,1485.8500366210938,2025-08-04 15:25:00+05:30,1480.5,15.5
INFY.NS,short,2025-08-05 09:55:00+05:30,1459.800048828125,1478.5999755859375,1431.6001586914062,2025-08-05 15:25:00+05:30,1459.800048828125,0.0
INFY.NS,short,2025-08-06 10:10:00+05:30,1441.5,1452.5,1425.0,2025-08-06 15:25:00+05:30,1432.5999755859375,8.9000244140625
INFY.NS,short,2025-08-07 10:25:00+05:30,1427.9000244140625,1438.9000244140625,1411.4000244140625,2025-08-07 15:05:00+05:30,1438.9000244140625,-11.0
INFY.NS,short,2025-08-08 10:10:00+05:30,1420.800048828125,1433.199951171875,1402.2001953125,2025-08-08 15:25:00+05:30,1423.0999755859375,-2.2999267578125
INFY.NS,long,2025-08-11 11:15:00+05:30,1427.0,1414.699951171875,1445.4500732421875,2025-08-11 15:25:00+05:30,1428.199951171875,1.199951171875
INFY.NS,long,2025-08-12 09:50:00+05:30,1439.0999755859375,1422.5,1463.9999389648438,2025-08-12 15:00:00+05:30,1422.5,-16.5999755859375
INFY.NS,short,2025-08-13 09:50:00+05:30,1423.0,1433.9000244140625,1406.6499633789062,2025-08-13 15:25:00+05:30,1426.5999755859375,-3.5999755859375
INFY.NS,long,2025-08-14 10:25:00+05:30,1453.9000244140625,1435.0,1482.2500610351562,2025-08-14 15:25:00+05:30,1447.699951171875,-6.2000732421875
INFY.NS,short,2025-08-18 10:20:00+05:30,1442.300048828125,1462.0,1412.7501220703125,2025-08-18 15:25:00+05:30,1435.5,6.800048828125
INFY.NS,long,2025-08-19 09:55:00+05:30,1443.5,1433.800048828125,1458.0499267578125,2025-08-19 15:25:00+05:30,1440.0,-3.5
INFY.NS,long,2025-08-20 10:00:00+05:30,1467.699951171875,1443.199951171875,1504.449951171875,2025-08-20 15:25:00+05:30,1496.4000244140625,28.7000732421875
INFY.NS,short,2025-08-22 09:50:00+05:30,1491.5,1503.0999755859375,1474.1000366210938,2025-08-22 15:25:00+05:30,1487.9000244140625,3.5999755859375
INFY.NS,long,2025-08-25 10:35:00+05:30,1529.5999755859375,1508.5999755859375,1561.0999755859375,2025-08-25 15:25:00+05:30,1532.0999755859375,2.5
INFY.NS,short,2025-08-26 12:15:00+05:30,1522.699951171875,1538.199951171875,1499.449951171875,2025-08-26 15:25:00+05:30,1528.5,-5.800048828125
INFY.NS,short,2025-08-28 10:10:00+05:30,1506.5,1526.699951171875,1476.2000732421875,2025-08-28 15:25:00+05:30,1500.0,6.5
INFY.NS,short,2025-08-29 09:55:00+05:30,1478.9000244140625,1498.5999755859375,1449.35009765625,2025-08-29 15:25:00+05:30,1469.0,9.9000244140625
INFY.NS,long,2025-09-02 10:40:00+05:30,1497.5,1486.300048828125,1514.2999267578125,2025-09-02 15:25:00+05:30,1495.0,-2.5
